iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
1987,8,6,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,12.0,,
1987,8,6,92,India,6,South Asia,Punjab,Jagdev Kalan,31.767153,74.860947,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,13.0,,
1987,8,7,92,India,6,South Asia,West Bengal,Darjeeling,27.046316,88.271156,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,1.0,,
1987,8,7,92,India,6,South Asia,West Bengal,Calcutta,22.551729,88.352341,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
1987,8,9,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,2,Government (General),217.0,United States,Unknown,6,Explosives,0.0,,
1987,8,9,92,India,6,South Asia,Punjab,Baba Bakala,31.555,75.265556,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
1987,8,9,92,India,6,South Asia,Himachal Pradesh,Jabal,31.103949,77.455318,1,Assassination,1,Business,92.0,India,Unknown,5,Firearms,1.0,,
1987,8,9,92,India,6,South Asia,Punjab,Anandpur Sahib,31.234401,76.505465,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,9,Melee,3.0,,
1987,8,14,92,India,6,South Asia,Uttaranchal,Lakhanwala,30.424444,77.758889,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,5.0,,
1987,8,18,92,India,6,South Asia,Karnataka,Mustapur,18.107428,77.447009,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,6.0,,
1987,8,19,92,India,6,South Asia,Punjab,Phagwara,31.22402,75.770801,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,2.0,3.0,Minor (likely < $1 million)
1987,8,19,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,19,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,24,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,24,92,India,6,South Asia,Rajasthan,Sri Ganganagar,29.928467,73.871423,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,24,92,India,6,South Asia,Rajasthan,Sri Ganganagar,29.928467,73.871423,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,24,92,India,6,South Asia,Rajasthan,Sri Ganganagar,29.928467,73.871423,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,8,26,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,8,29,92,India,6,South Asia,Punjab,Fatehgarh Churian,31.864464,74.955923,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,1.0,3.0,Minor (likely < $1 million)
1987,8,30,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,2,Armed Assault,3,Police,92.0,India,Khalistan Commando Force,5,Firearms,0.0,,
1987,9,6,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,0.0,,
1987,9,6,92,India,6,South Asia,Punjab,Chogawan,31.660681,75.12243,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,9,8,92,India,6,South Asia,Punjab,Bhikhiwind,31.345599,74.692032,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,3.0,,
1987,9,8,92,India,6,South Asia,Punjab,Palahi,31.2571,75.7609,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,9,9,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,3,Bombing/Explosion,3,Police,92.0,India,Sikh Extremists,6,Explosives,1.0,,
1987,9,16,92,India,6,South Asia,Punjab,Bagha Purana,30.685679,75.094003,9,Unknown,3,Police,92.0,India,Sikh Extremists,13,Unknown,3.0,,
1987,9,17,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,2,Armed Assault,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,5,Firearms,6.0,,
1987,9,18,92,India,6,South Asia,Punjab,Jalandhar district,31.326015,75.576183,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,6.0,,
1987,9,18,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,0.0,,
1987,9,18,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,9,18,92,India,6,South Asia,Uttaranchal,Udham Singh Nagar,28.960965,79.515377,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1987,9,19,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,4.0,,
1987,9,28,92,India,6,South Asia,Punjab,Alawalpur,31.432514,75.655905,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,6.0,,
1987,9,28,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,9,30,92,India,6,South Asia,Madhya Pradesh,Masanya,22.169722,74.916389,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
1987,10,2,92,India,6,South Asia,Punjab,Ajnala,31.84,74.76,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,4.0,3.0,Minor (likely < $1 million)
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,7,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,3,Police,92.0,India,Sikh Extremists,9,Melee,1.0,,
1987,10,14,92,India,6,South Asia,Karnataka,Bangalore,13.00807,77.570329,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,13.0,,
1987,10,14,92,India,6,South Asia,Unknown,Shinshin,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,2.0,,
1987,10,15,92,India,6,South Asia,Unknown,Rork,,,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,10,15,92,India,6,South Asia,Punjab,Kular,31.225925,75.350692,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,10,17,92,India,6,South Asia,Punjab,Pandori,30.829115,75.63972,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,3.0,,
1987,10,17,92,India,6,South Asia,Punjab,Rama Mandi,31.305986,75.63972,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,9,Melee,1.0,,
1987,10,18,92,India,6,South Asia,Punjab,Jalota,31.819789,75.692805,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,20,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,20,92,India,6,South Asia,Tripura,Unknown,23.940848,91.988153,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,5.0,,
1987,10,20,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,11.0,,
1987,10,20,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,10.0,,
1987,10,25,92,India,6,South Asia,Unknown,Khalsanagar-basti,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,10,25,92,India,6,South Asia,Punjab,Jalandar,31.326015,75.576183,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,2.0,,
1987,11,1,92,India,6,South Asia,Punjab,Badhni Kalan,30.678437,75.291653,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,8.0,,
1987,11,1,92,India,6,South Asia,Himachal Pradesh,Chawal,30.795441,77.069611,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1987,11,15,92,India,6,South Asia,Unknown,Devanchara,,,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,Tripura National Volunteers (TNV),9,Melee,3.0,,
1987,11,17,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,1,Assassination,15,Religious Figures/Institutions,92.0,India,Unknown,13,Unknown,4.0,,
1987,11,17,92,India,6,South Asia,Punjab,Rama,30.608496,75.380567,1,Assassination,1,Business,92.0,India,Unknown,5,Firearms,1.0,,
1987,12,7,92,India,6,South Asia,Punjab,Firozpur district,30.954424,74.612085,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,4.0,,
1987,12,10,92,India,6,South Asia,Punjab,Sarowala,30.306944,74.336111,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,5.0,,
1987,12,12,92,India,6,South Asia,West Bengal,Mirik,26.894995,88.18261,2,Armed Assault,3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,3.0,3.0,Minor (likely < $1 million)
1987,12,14,92,India,6,South Asia,Punjab,Patiala,30.34,76.38,1,Assassination,3,Police,92.0,India,Sikh Extremists,13,Unknown,2.0,,
1987,12,16,92,India,6,South Asia,Uttaranchal,Khati,30.11256,79.940081,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1987,12,16,92,India,6,South Asia,Gujarat,Vanala,22.436707,71.921609,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,5.0,,
1987,12,18,92,India,6,South Asia,Unknown,Tvi Chakmabari,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,6.0,,
1987,12,23,92,India,6,South Asia,Orissa,Raibari,20.193413,86.211833,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,1.0,3.0,Minor (likely < $1 million)
1987,12,27,92,India,6,South Asia,Uttaranchal,Daren,29.749086,79.912974,6,Hostage Taking (Kidnapping),3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,0.0,,
1987,12,27,92,India,6,South Asia,Madhya Pradesh,Panjora,22.580323,78.54053,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,3.0,,
1987,12,31,92,India,6,South Asia,Madhya Pradesh,Deri,24.898333,79.251389,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1987,12,31,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,3,Police,92.0,India,Khalistan Liberation Force,5,Firearms,9.0,,
1988,1,1,92,India,6,South Asia,West Bengal,Darjeeling,27.046316,88.271156,3,Bombing/Explosion,3,Police,92.0,India,Unknown,5,Firearms,0.0,,
1988,1,1,92,India,6,South Asia,West Bengal,Darjeeling,27.046316,88.271156,3,Bombing/Explosion,3,Police,92.0,India,Unknown,5,Firearms,0.0,,
1988,1,1,92,India,6,South Asia,West Bengal,Kalimpong,27.067992,88.47127,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,0.0,,
1988,1,1,92,India,6,South Asia,Unknown,Baisi Munipara,,,9,Unknown,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),13,Unknown,3.0,,
1988,1,1,92,India,6,South Asia,Unknown,Cheemapat,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
1988,1,1,92,India,6,South Asia,Haryana,Ambala,30.378179,76.776697,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
1988,1,3,92,India,6,South Asia,Unknown,Chalita Bankur,,,2,Armed Assault,1,Business,92.0,India,Tripura National Volunteers (TNV),5,Firearms,10.0,,
1988,1,7,92,India,6,South Asia,Punjab,Mojowal,30.021223,75.779299,9,Unknown,15,Religious Figures/Institutions,92.0,India,Unknown,13,Unknown,1.0,,
1988,1,8,92,India,6,South Asia,West Bengal,Kurseong,26.882837,88.279816,3,Bombing/Explosion,9,Food or Water Supply,92.0,India,Gurkha National Liberation Front (GNLF),6,Explosives,0.0,,
1988,1,8,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,9,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,2.0,,
1988,1,9,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,13,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,13,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,13,92,India,6,South Asia,Punjab,Faridkot District,30.672393,74.755048,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,14,92,India,6,South Asia,Uttar Pradesh,Tikapur,27.088333,81.2025,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,14,92,India,6,South Asia,Karnataka,Bajala,12.855878,74.888724,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,8.0,,
1988,1,15,92,India,6,South Asia,West Bengal,Kurseong,26.882837,88.279816,2,Armed Assault,3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,1.0,,
1988,1,15,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,16,92,India,6,South Asia,Unknown,Satrah Kalan,,,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,16,92,India,6,South Asia,Punjab,Hoshiapur district,31.534899,75.910571,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,21,92,India,6,South Asia,Jammu and Kashmir,Mand,32.888165,74.985168,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
1988,1,22,92,India,6,South Asia,Himachal Pradesh,Phagari,30.858333,77.154444,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Gurkha National Liberation Front (GNLF),8,Incendiary,0.0,,
1988,1,22,92,India,6,South Asia,Unknown,Singbuli,,,7,Facility/Infrastructure Attack,8,Educational Institution,92.0,India,Gurkha National Liberation Front (GNLF),8,Incendiary,0.0,,
1988,1,22,92,India,6,South Asia,West Bengal,Mangpu,26.972925,88.370066,2,Armed Assault,3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,0.0,,
1988,1,22,92,India,6,South Asia,Unknown,Deepsinghwalla,,,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,7.0,,
1988,1,22,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,9,Unknown,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,12.0,,
1988,1,22,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
1988,1,22,92,India,6,South Asia,Orissa,Bania,19.934526,86.19933,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,2.0,,
1988,1,23,92,India,6,South Asia,Punjab,Manochahal Kalan,31.392022,74.846327,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
1988,1,24,92,India,6,South Asia,Unknown,Dubricheda,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,2.0,,
1988,1,24,92,India,6,South Asia,Uttar Pradesh,Penda,26.742778,82.525556,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
1988,1,24,92,India,6,South Asia,Unknown,Belh Majra,,,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,3.0,,
1988,1,26,92,India,6,South Asia,West Bengal,Kalachara,22.698918,88.249476,1,Assassination,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,5.0,,
1988,1,27,92,India,6,South Asia,Unknown,Udhakay,,,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,1.0,,
1988,1,27,92,India,6,South Asia,Punjab,Mehma,30.815543,74.541934,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
1988,1,27,92,India,6,South Asia,Punjab,Kuriwala,31.477222,75.077541,1,Assassination,8,Educational Institution,92.0,India,Unknown,5,Firearms,1.0,,
1988,1,29,92,India,6,South Asia,Punjab,Rampura Phul,30.268885,75.237057,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,1.0,,
1988,1,30,92,India,6,South Asia,Haryana,Machuri,29.88802,76.930056,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,6.0,,
1988,1,30,92,India,6,South Asia,Punjab,Wadala Kalan,31.362274,75.441028,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1988,1,30,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,2,Armed Assault,4,Military,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,30,92,India,6,South Asia,Unknown,Chogbasta,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,7.0,,
1988,1,30,92,India,6,South Asia,West Bengal,Gokulpar,22.773645,88.847903,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,11.0,,
1988,1,30,92,India,6,South Asia,Unknown,Thepaichurara,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,11.0,,
1988,1,30,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,1.0,,
1988,1,30,92,India,6,South Asia,Punjab,Amritsar District,31.633979,74.872264,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,1.0,,
1988,1,30,92,India,6,South Asia,West Bengal,Ghadiara,22.221928,88.039665,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,1.0,,
1988,1,31,92,India,6,South Asia,Maharashtra,Lohara,17.988512,76.326099,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,0.0,,
1988,1,31,92,India,6,South Asia,Rajasthan,Rasulpur,28.095366,74.984953,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,2.0,,
1988,1,31,92,India,6,South Asia,Punjab,Bandala,31.533333,74.983333,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,1,31,92,India,6,South Asia,Uttar Pradesh,Bakhtapur,26.651411,82.819112,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,2.0,,
1988,2,1,92,India,6,South Asia,Chhattisgarh,Shantipara,22.963326,83.424331,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,10.0,,
1988,2,1,92,India,6,South Asia,West Bengal,Singur,22.816345,88.2236,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,2.0,,
1988,2,5,92,India,6,South Asia,West Bengal,Satnala,22.75071,86.744152,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),8,Incendiary,0.0,,
1988,2,5,92,India,6,South Asia,West Bengal,Satnala,22.75071,86.744152,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),8,Incendiary,0.0,,
1988,2,5,92,India,6,South Asia,West Bengal,Satnala,22.75071,86.744152,2,Armed Assault,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),5,Firearms,5.0,,
1988,2,7,92,India,6,South Asia,Uttar Pradesh,Bhikki,29.420166,77.784542,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,0.0,,
1988,2,7,92,India,6,South Asia,Jammu and Kashmir,Kherawali,32.523889,74.974444,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1988,2,7,92,India,6,South Asia,Punjab,Toor,30.817917,74.475276,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
1988,2,7,92,India,6,South Asia,Uttar Pradesh,Nauhar Kalan,24.8525,78.273333,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1988,2,7,92,India,6,South Asia,Punjab,Valtoha,31.207448,74.641296,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,1.0,,
1988,2,9,92,India,6,South Asia,Unknown,Sangrala,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,2,9,92,India,6,South Asia,Unknown,Bruj Kharon,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
1988,2,9,92,India,6,South Asia,Punjab,Muchhal,31.56988,75.144323,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,2.0,,
1988,2,12,92,India,6,South Asia,West Bengal,Kalimpong,27.067992,88.47127,3,Bombing/Explosion,21,Utilities,92.0,India,Gurkha National Liberation Front (GNLF),6,Explosives,0.0,,
1988,2,12,92,India,6,South Asia,West Bengal,Kalimpong,27.067992,88.47127,3,Bombing/Explosion,9,Food or Water Supply,92.0,India,Gurkha National Liberation Front (GNLF),6,Explosives,0.0,,
1988,2,12,92,India,6,South Asia,West Bengal,Darjeeling,27.046316,88.271156,2,Armed Assault,3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,0.0,,
1988,2,12,92,India,6,South Asia,West Bengal,Darjeeling,27.046316,88.271156,1,Assassination,2,Government (General),92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,1.0,,
1988,2,17,92,India,6,South Asia,West Bengal,Kurseong,26.882837,88.279816,2,Armed Assault,3,Police,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,2.0,,
1988,2,19,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,1.0,,
1988,2,19,92,India,6,South Asia,Punjab,Gurdaspur,32.040763,75.401886,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,2.0,,
1988,2,19,92,India,6,South Asia,Punjab,Patiala,30.34,76.38,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,3.0,,
1988,2,19,92,India,6,South Asia,Punjab,Hoshiapur,31.534899,75.910571,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,1.0,,
1988,2,20,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
1988,2,20,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,2,Armed Assault,19,Transportation,92.0,India,Khalistan Liberation Force,5,Firearms,7.0,,
1988,2,20,92,India,6,South Asia,Uttar Pradesh,Sansara,26.621321,81.392178,1,Assassination,14,Private Citizens & Property,92.0,India,Khalistan Liberation Force,13,Unknown,10.0,,
1988,2,20,92,India,6,South Asia,Punjab,Bhaini Gillan,31.702919,74.901294,1,Assassination,14,Private Citizens & Property,92.0,India,Khalistan Liberation Force,5,Firearms,2.0,,
1988,2,20,92,India,6,South Asia,Punjab,Gurdaspur,32.040763,75.401886,1,Assassination,1,Business,92.0,India,Khalistan Liberation Force,5,Firearms,1.0,,
1988,2,21,92,India,6,South Asia,Punjab,Jandiala,31.560363,75.028988,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
1988,2,22,92,India,6,South Asia,Unknown,Rohini,,,2,Armed Assault,4,Military,92.0,India,Gurkha National Liberation Front (GNLF),5,Firearms,4.0,,
1988,2,23,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,4.0,,
1988,2,24,92,India,6,South Asia,Punjab,Balachaur,31.057879,76.300042,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
1988,2,24,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,1,Business,92.0,India,Unknown,13,Unknown,1.0,,
1988,2,24,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,1,Assassination,1,Business,92.0,India,Unknown,13,Unknown,1.0,,
1988,2,24,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,1,Assassination,1,Business,92.0,India,Unknown,13,Unknown,1.0,,
1988,3,3,92,India,6,South Asia,Uttar Pradesh,Karsari,27.7275,79.13,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,32.0,,
1988,3,3,92,India,6,South Asia,Andhra Pradesh,Chabala,15.035369,77.28146,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,1.0,,
1988,3,3,92,India,6,South Asia,Unknown,Buhuyan,,,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,8.0,,
